File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\kb\Documents\GitHub\MobiiliProjekti\Python\dropbox_test.py,80,63,0,3,17,1,0,2,0,0
